"@id","type","label","notation","easting","northing","lat","long","catchmentName","riverName","town","stationReference","wiskiID","RLOIid","dateOpened","nrfaStationID","nrfaStationURL","datum","boreholeDepth","aquifer","stationGuid","status","status.label","measures","measures.label","measures.observedProperty","measures.observedProperty.label","measures.qualifier","measures.unitName","measures.notation","measures.period","measures.valueStatistic","measures.valueStatistic.label","measures.observationType","measures.observationType.label","sampleOf","sampleOf.label"
"http://environment.data.gov.uk/hydrology/id/stations/a99b0223-fd15-4a76-8c45-4958137fa2ed","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Tilford","a99b0223-fd15-4a76-8c45-4958137fa2ed","487463","143283","51.182094","-0.750033","","River Wey","","3040TH","3040TH","","","39011","https://nrfa.ceh.ac.uk/data/station/info/39011.html","","","","a99b0223-fd15-4a76-8c45-4958137fa2ed","","","http://environment.data.gov.uk/hydrology/id/measures/a99b0223-fd15-4a76-8c45-4958137fa2ed-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 3040TH(Tilford)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","a99b0223-fd15-4a76-8c45-4958137fa2ed-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/f35edef4-7f87-4020-8088-95ea60da2b79","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","River Bain Tattershall","f35edef4-7f87-4020-8088-95ea60da2b79","521365","357735","53.103006","-0.188659","","River Bain","","","030021","","","","","","","","f35edef4-7f87-4020-8088-95ea60da2b79","","","http://environment.data.gov.uk/hydrology/id/measures/f35edef4-7f87-4020-8088-95ea60da2b79-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 030021(River Bain Tattershall)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","f35edef4-7f87-4020-8088-95ea60da2b79-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/7765d509-e68b-4ede-8924-42b8bc5bf2a1","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Stevenage Bragbury Park","7765d509-e68b-4ede-8924-42b8bc5bf2a1","527488","221164","51.874477","-0.149495","","Stevenage Brook","","4827TH","4827TH","","","38012","https://nrfa.ceh.ac.uk/data/station/info/38012.html","","","","7765d509-e68b-4ede-8924-42b8bc5bf2a1","","","http://environment.data.gov.uk/hydrology/id/measures/7765d509-e68b-4ede-8924-42b8bc5bf2a1-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 4827TH(Stevenage Bragbury Park)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","7765d509-e68b-4ede-8924-42b8bc5bf2a1-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/ddb6b643-06b0-4e48-b74c-f12f6f946968","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Trenowth","ddb6b643-06b0-4e48-b74c-f12f6f946968","193730","50600","50.319157","-4.898882","","River Fal","","48127","S19589_FW","3164","","48012","https://nrfa.ceh.ac.uk/data/station/info/48012.html","","","","ddb6b643-06b0-4e48-b74c-f12f6f946968","","","http://environment.data.gov.uk/hydrology/id/measures/ddb6b643-06b0-4e48-b74c-f12f6f946968-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for S19589_FW(Trenowth)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","ddb6b643-06b0-4e48-b74c-f12f6f946968-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/4c69a7bf-1c64-4695-a127-513223ba81a1","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Higher Denham","4c69a7bf-1c64-4695-a127-513223ba81a1","501656","188026","51.581930","-0.534248","","River Misbourne","","2877TH","2877TH","","","","","","","","4c69a7bf-1c64-4695-a127-513223ba81a1","","","http://environment.data.gov.uk/hydrology/id/measures/4c69a7bf-1c64-4695-a127-513223ba81a1-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 2877TH(Higher Denham)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","4c69a7bf-1c64-4695-a127-513223ba81a1-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/c0d741a3-b820-4da9-a2ba-7efd545c3dd6","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Manthorpe East Glen","c0d741a3-b820-4da9-a2ba-7efd545c3dd6","506795","315985","52.730960","-0.419904","","East Glen River","","E2710","031008","6040","","31008","https://nrfa.ceh.ac.uk/data/station/info/31008.html","","","","c0d741a3-b820-4da9-a2ba-7efd545c3dd6","","","http://environment.data.gov.uk/hydrology/id/measures/c0d741a3-b820-4da9-a2ba-7efd545c3dd6-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 031008(Manthorpe East Glen)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","c0d741a3-b820-4da9-a2ba-7efd545c3dd6-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/0da114ec-4886-476f-873b-2e9f91285962","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Shillingthorpe","0da114ec-4886-476f-873b-2e9f91285962","507355","311225","52.688075","-0.413167","","West Glen River","","E2304","031009","6027","","31009","https://nrfa.ceh.ac.uk/data/station/info/31009.html","","","","0da114ec-4886-476f-873b-2e9f91285962","","","http://environment.data.gov.uk/hydrology/id/measures/0da114ec-4886-476f-873b-2e9f91285962-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 031009(Shillingthorpe)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","0da114ec-4886-476f-873b-2e9f91285962-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/addc9e63-49de-4451-9a7b-6afb822d835e","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Belmesthorpe(Ryhall)","addc9e63-49de-4451-9a7b-6afb822d835e","503775","309725","52.675292","-0.466582","","River Gwash","","E2835","031006","","","31006","https://nrfa.ceh.ac.uk/data/station/info/31006.html","","","","addc9e63-49de-4451-9a7b-6afb822d835e","","","http://environment.data.gov.uk/hydrology/id/measures/addc9e63-49de-4451-9a7b-6afb822d835e-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 031006(Belmesthorpe(Ryhall))","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","addc9e63-49de-4451-9a7b-6afb822d835e-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/e3990cb0-3ae8-4cd4-b009-55290be90c92","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Iping Mill","e3990cb0-3ae8-4cd4-b009-55290be90c92","485227","122920","50.999367","-0.786815","","River Rother","","E10389","254340011","","","41011","https://nrfa.ceh.ac.uk/data/station/info/41011.html","","","","e3990cb0-3ae8-4cd4-b009-55290be90c92","","","http://environment.data.gov.uk/hydrology/id/measures/e3990cb0-3ae8-4cd4-b009-55290be90c92-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 254340011(Iping Mill)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","e3990cb0-3ae8-4cd4-b009-55290be90c92-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/7d7cd52e-eed7-46a9-800a-a4d05fe52b87","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Kates Bridge","7d7cd52e-eed7-46a9-800a-a4d05fe52b87","510625","314875","52.720217","-0.363584","","River Glen","","E3003","031002","6035","","","","","","","7d7cd52e-eed7-46a9-800a-a4d05fe52b87","","","http://environment.data.gov.uk/hydrology/id/measures/7d7cd52e-eed7-46a9-800a-a4d05fe52b87-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 031002(Kates Bridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","7d7cd52e-eed7-46a9-800a-a4d05fe52b87-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/a185e5ce-932f-40ae-a90f-6e77f1341e8e","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Albury","a185e5ce-932f-40ae-a90f-6e77f1341e8e","504543","146821","51.211031","-0.504721","","Lawbrook","","3074TH","3074TH","","","39036","https://nrfa.ceh.ac.uk/data/station/info/39036.html","","","","a185e5ce-932f-40ae-a90f-6e77f1341e8e","","","http://environment.data.gov.uk/hydrology/id/measures/a185e5ce-932f-40ae-a90f-6e77f1341e8e-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 3074TH(Albury)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","a185e5ce-932f-40ae-a90f-6e77f1341e8e-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/68db9881-47c2-4fd3-b08f-738aa59dcc3d","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Allington","68db9881-47c2-4fd3-b08f-738aa59dcc3d","487245","339945","52.949793","-0.702931","","Foston Beck","","E3041","030031","","","","","","","","68db9881-47c2-4fd3-b08f-738aa59dcc3d","","","http://environment.data.gov.uk/hydrology/id/measures/68db9881-47c2-4fd3-b08f-738aa59dcc3d-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 030031(Allington)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","68db9881-47c2-4fd3-b08f-738aa59dcc3d-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/a941c6ca-6b2e-45b3-a515-198c39d4ceaa","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Nettleham Beck","a941c6ca-6b2e-45b3-a515-198c39d4ceaa","501815","375825","53.269640","-0.474790","","Nettleham Beck","","","030030","","","","","","","","a941c6ca-6b2e-45b3-a515-198c39d4ceaa","","","http://environment.data.gov.uk/hydrology/id/measures/a941c6ca-6b2e-45b3-a515-198c39d4ceaa-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 030030(Nettleham Beck)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","a941c6ca-6b2e-45b3-a515-198c39d4ceaa-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/6b145dc7-2400-45af-9e0e-acc59245a20a","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Brant Broughton","6b145dc7-2400-45af-9e0e-acc59245a20a","492905","354575","53.080317","-0.614512","","River Brant","","E2815","030033","6053","","30033","https://nrfa.ceh.ac.uk/data/station/info/30033.html","","","","6b145dc7-2400-45af-9e0e-acc59245a20a","","","http://environment.data.gov.uk/hydrology/id/measures/6b145dc7-2400-45af-9e0e-acc59245a20a-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 030033(Brant Broughton)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","6b145dc7-2400-45af-9e0e-acc59245a20a-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/9d5bb52d-b05b-4af1-9760-11709f004c5d","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Sheering","9d5bb52d-b05b-4af1-9760-11709f004c5d","549535","212702","51.792981","0.166880","","Pincey Brook","","5169TH","5169TH","","","38026","https://nrfa.ceh.ac.uk/data/station/info/38026.html","","","","9d5bb52d-b05b-4af1-9760-11709f004c5d","","","http://environment.data.gov.uk/hydrology/id/measures/9d5bb52d-b05b-4af1-9760-11709f004c5d-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 5169TH(Sheering)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","9d5bb52d-b05b-4af1-9760-11709f004c5d-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/ac819d1a-0f60-414f-b155-4b6e095ecc8c","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Wilsford","ac819d1a-0f60-414f-b155-4b6e095ecc8c","500835","343025","52.975092","-0.499777","","River Slea","","","030032","","","","","","","","ac819d1a-0f60-414f-b155-4b6e095ecc8c","","","http://environment.data.gov.uk/hydrology/id/measures/ac819d1a-0f60-414f-b155-4b6e095ecc8c-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 030032(Wilsford)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","ac819d1a-0f60-414f-b155-4b6e095ecc8c-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/fd43ce67-61f8-481b-8547-0d899aa63c0b","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Burwash","fd43ce67-61f8-481b-8547-0d899aa63c0b","567860","124040","50.991280","0.390462","","River Dudwell","","E6600","556521001","","","40017","https://nrfa.ceh.ac.uk/data/station/info/40017.html","","","","fd43ce67-61f8-481b-8547-0d899aa63c0b","","","http://environment.data.gov.uk/hydrology/id/measures/fd43ce67-61f8-481b-8547-0d899aa63c0b-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 556521001(Burwash)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","fd43ce67-61f8-481b-8547-0d899aa63c0b-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
"http://environment.data.gov.uk/hydrology/id/stations/37f9d60e-0bdc-4578-b03b-77103b250a09","http://environment.data.gov.uk/flood-monitoring/def/core/Station|http://environment.data.gov.uk/reference/def/core/SamplingLocation","Newbridge","37f9d60e-0bdc-4578-b03b-77103b250a09","440179","201858","51.714014","-1.419838","","River Windrush","","1090TH","1090TH","","","39006","https://nrfa.ceh.ac.uk/data/station/info/39006.html","","","","37f9d60e-0bdc-4578-b03b-77103b250a09","","","http://environment.data.gov.uk/hydrology/id/measures/37f9d60e-0bdc-4578-b03b-77103b250a09-flow-m-86400-m3s-qualified","Qualified daily mean flow timeseries for 1090TH(Newbridge)","http://environment.data.gov.uk/reference/def/op/waterFlow","Water Flow","","m3/s","37f9d60e-0bdc-4578-b03b-77103b250a09-flow-m-86400-m3s-qualified","86400","http://environment.data.gov.uk/reference/def/core/mean","mean","http://environment.data.gov.uk/reference/def/core/Qualified","Qualified","",""
